"X","genotype_a","genotype_b","avg_fitness_a","avg_fitness_b","fitness_sd_a","fitness_sd_b","raw_p","adj_p","starting_fitness_a","starting_fitness_b","fitness_diff","mut_prob","pop_size","condition_num","pop_size_str","pop_size_factor","genotype_a_x","genotype_b_x","starting_fitness_a_norm","starting_fitness_b_norm","avg_fitness_a_norm","avg_fitness_b_norm","sd_fitness_a_norm","sd_fitness_b_norm","is_signif","signif_marker","signif_text","text_x","x_min","x_max","y","text_y"
293,48,32,1.482796,1.2658028,0.363296609965082,0.249279770377288,1.4343918664003e-05,8.60635119840182e-05,1.000002,1.000002,0,0.001,1000,3,"1000 (base)","1000 (base)",2,1,1.000002,1.000002,1.482796,1.2658028,0.363296609965082,0.249279770377288,TRUE,"***","p < 0.001",1.5,1.1,1.9,0.85,0.81
339,56,60,1.7638444,1.77156,0.077156,0,0.843752354978745,1,1.000002,1.000002,0,0.001,1000,3,"1000 (base)","1000 (base)",3,4,1.000002,1.000002,1.7638444,1.77156,0.077156,0,FALSE,"","p=1",3.5,3.9,3.1,0.85,0.81
340,56,48,1.7638444,1.482796,0.077156,0.363296609965082,6.03385474570192e-12,3.62031284742115e-11,1.000002,1.000002,0,0.001,1000,3,"1000 (base)","1000 (base)",3,2,1.000002,1.000002,1.7638444,1.482796,0.077156,0.363296609965082,TRUE,"***","p < 0.001",2.5,2.1,2.9,0.85,0.81
362,60,62,1.77156,1.77156,0,0,1,1,1.000002,1.000002,0,0.001,1000,3,"1000 (base)","1000 (base)",4,5,1.000002,1.000002,1.77156,1.77156,0,0,FALSE,"","p=1",4.5,4.9,4.1,0.85,0.81
363,60,56,1.77156,1.7638444,0,0.077156,0.161087059510831,0.966522357064985,1.000002,1.000002,0,0.001,1000,3,"1000 (base)","1000 (base)",4,3,1.000002,1.000002,1.77156,1.7638444,0,0.077156,FALSE,"","p=0.967",3.5,3.1,3.9,0.85,0.81
373,62,63,1.77156,1.77156,0,0,1,1,1.000002,1.77156,0.771558,0.001,1000,3,"1000 (base)","1000 (base)",5,6,1.000002,1.77156,1.77156,1.77156,0,0,FALSE,"","p=1",5.5,5.9,5.1,0.85,0.81
374,62,60,1.77156,1.77156,0,0,1,1,1.000002,1.000002,0,0.001,1000,3,"1000 (base)","1000 (base)",5,4,1.000002,1.000002,1.77156,1.77156,0,0,FALSE,"","p=1",4.5,4.1,4.9,0.85,0.81
379,63,62,1.77156,1.77156,0,0,1,1,1.77156,1.000002,-0.771558,0.001,1000,3,"1000 (base)","1000 (base)",6,5,1.77156,1.000002,1.77156,1.77156,0,0,FALSE,"","p=1",5.5,5.1,5.9,0.85,0.81
1,0,1,1.02648,1.11254,0.0902504349579602,0.157587520656512,0.999996668183022,1,1.000002,1.000002,0,0.001,10,1,"10","10",0,-1,1.000002,1.000002,1.02648,1.11254,0.0902504349579602,0.157587520656512,FALSE,"","p=1",-0.5,-0.9,-0.1,0.95,0.91
6,0,32,1.02648,1.0143356,0.0902504349579602,0.0895485811867818,0.0643964033976984,0.38637842038619,1.000002,1.000002,0,0.001,10,1,"10","10",0,1,1.000002,1.000002,1.02648,1.0143356,0.0902504349579602,0.0895485811867818,FALSE,"","p=0.386",0.5,0.9,0.1,0.95,0.91
7,1,0,1.11254,1.02648,0.157587520656512,0.0902504349579602,3.38657417241946e-06,2.03194450345167e-05,1.000002,1.000002,0,0.001,10,1,"10","10",-1,0,1.000002,1.000002,1.11254,1.02648,0.157587520656512,0.0902504349579602,TRUE,"***","p < 0.001",-0.5,-0.1,-0.9,0.95,0.91
8,1,3,1.11254,1.29128,0.157587520656512,0.108104147314831,0.999999999999997,1,1.000002,1.000002,0,0.001,10,1,"10","10",-1,-2,1.000002,1.000002,1.11254,1.29128,0.157587520656512,0.108104147314831,FALSE,"","p=1",-1.5,-1.9,-1.1,0.95,0.91
20,3,1,1.29128,1.11254,0.108104147314831,0.157587520656512,2.91640096466641e-15,1.74984057879985e-14,1.000002,1.000002,0,0.001,10,1,"10","10",-2,-1,1.000002,1.000002,1.29128,1.11254,0.108104147314831,0.157587520656512,TRUE,"***","p < 0.001",-1.5,-1.1,-1.9,0.95,0.91
21,3,7,1.29128,1.32107,0.108104147314831,0.0567488272472603,0.992084568605398,1,1.000002,1.330998,0.330996,0.001,10,1,"10","10",-2,-3,1.000002,1.330998,1.29128,1.32107,0.108104147314831,0.0567488272472603,FALSE,"","p=1",-2.5,-2.9,-2.1,0.95,0.91
45,7,3,1.32107,1.29128,0.0567488272472603,0.108104147314831,0.00803249060066548,0.0481949436039929,1.330998,1.000002,-0.330996,0.001,10,1,"10","10",-3,-2,1.330998,1.000002,1.32107,1.29128,0.0567488272472603,0.108104147314831,TRUE," *","p=0.048",-2.5,-2.1,-2.9,0.95,0.91
197,32,48,1.0143356,1.0573192,0.0895485811867818,0.199700426304052,0.944052662311548,1,1.000002,1.000002,0,0.001,10,1,"10","10",1,2,1.000002,1.000002,1.0143356,1.0573192,0.0895485811867818,0.199700426304052,FALSE,"","p=1",1.5,1.9,1.1,0.95,0.91
198,32,0,1.0143356,1.02648,0.0895485811867818,0.0902504349579602,0.936378740876828,1,1.000002,1.000002,0,0.001,10,1,"10","10",1,0,1.000002,1.000002,1.0143356,1.02648,0.0895485811867818,0.0902504349579602,FALSE,"","p=1",0.5,0.1,0.9,0.95,0.91
292,48,56,1.0573192,1.077156,0.199700426304052,0.232634093022419,0.698439970223887,1,1.000002,1.000002,0,0.001,10,1,"10","10",2,3,1.000002,1.000002,1.0573192,1.077156,0.199700426304052,0.232634093022419,FALSE,"","p=1",2.5,2.9,2.1,0.95,0.91
293,48,32,1.0573192,1.0143356,0.199700426304052,0.0895485811867818,0.0566482267358958,0.339889360415375,1.000002,1.000002,0,0.001,10,1,"10","10",2,1,1.000002,1.000002,1.0573192,1.0143356,0.199700426304052,0.0895485811867818,FALSE,"","p=0.34",1.5,1.1,1.9,0.95,0.91
339,56,60,1.077156,1.3163396,0.232634093022419,0.381390649496118,0.999999739243869,1,1.000002,1.000002,0,0.001,10,1,"10","10",3,4,1.000002,1.000002,1.077156,1.3163396,0.232634093022419,0.381390649496118,FALSE,"","p=1",3.5,3.9,3.1,0.95,0.91
340,56,48,1.077156,1.0573192,0.232634093022419,0.199700426304052,0.303279717891036,1,1.000002,1.000002,0,0.001,10,1,"10","10",3,2,1.000002,1.000002,1.077156,1.0573192,0.232634093022419,0.199700426304052,FALSE,"","p=1",2.5,2.1,2.9,0.95,0.91
362,60,62,1.3163396,1.7021196,0.381390649496118,0.221918780920162,0.999999999999952,1,1.000002,1.000002,0,0.001,10,1,"10","10",4,5,1.000002,1.000002,1.3163396,1.7021196,0.381390649496118,0.221918780920162,FALSE,"","p=1",4.5,4.9,4.1,0.95,0.91
363,60,56,1.3163396,1.077156,0.381390649496118,0.232634093022419,2.65183974045922e-07,1.59110384427553e-06,1.000002,1.000002,0,0.001,10,1,"10","10",4,3,1.000002,1.000002,1.3163396,1.077156,0.381390649496118,0.232634093022419,TRUE,"***","p < 0.001",3.5,3.1,3.9,0.95,0.91
373,62,63,1.7021196,1.77156,0.221918780920162,0,0.998913777641469,1,1.000002,1.77156,0.771558,0.001,10,1,"10","10",5,6,1.000002,1.77156,1.7021196,1.77156,0.221918780920162,0,FALSE,"","p=1",5.5,5.9,5.1,0.95,0.91
374,62,60,1.7021196,1.3163396,0.221918780920162,0.381390649496118,4.90829727340542e-14,2.94497836404325e-13,1.000002,1.000002,0,0.001,10,1,"10","10",5,4,1.000002,1.000002,1.7021196,1.3163396,0.221918780920162,0.381390649496118,TRUE,"***","p < 0.001",4.5,4.1,4.9,0.95,0.91
379,63,62,1.77156,1.7021196,0,0.221918780920162,0.00111120014568727,0.00666720087412364,1.77156,1.000002,-0.771558,0.001,10,1,"10","10",6,5,1.77156,1.000002,1.77156,1.7021196,0,0.221918780920162,TRUE,"**","p=0.007",5.5,5.1,5.9,0.95,0.91
1,0,1,1.08937,1.27142,0.147690890345035,0.127806686409237,0.999999999999997,1,1.000002,1.000002,0,0.001,100,2,"100","100",0,-1,1.000002,1.000002,1.08937,1.27142,0.147690890345035,0.127806686409237,FALSE,"","p=1",-0.5,-0.9,-0.1,0.9,0.86
6,0,32,1.08937,1.0375056,0.147690890345035,0.120633296510164,0.00120073488466482,0.00720440930798893,1.000002,1.000002,0,0.001,100,2,"100","100",0,1,1.000002,1.000002,1.08937,1.0375056,0.147690890345035,0.120633296510164,TRUE,"**","p=0.007",0.5,0.9,0.1,0.9,0.86
7,1,0,1.27142,1.08937,0.127806686409237,0.147690890345035,3.37966523627038e-15,2.02779914176223e-14,1.000002,1.000002,0,0.001,100,2,"100","100",-1,0,1.000002,1.000002,1.27142,1.08937,0.127806686409237,0.147690890345035,TRUE,"***","p < 0.001",-0.5,-0.1,-0.9,0.9,0.86
8,1,3,1.27142,1.331,0.127806686409237,0,0.999995477494249,1,1.000002,1.000002,0,0.001,100,2,"100","100",-1,-2,1.000002,1.000002,1.27142,1.331,0.127806686409237,0,FALSE,"","p=1",-1.5,-1.9,-1.1,0.9,0.86
20,3,1,1.331,1.27142,0,0.127806686409237,4.62720867693662e-06,2.77632520616197e-05,1.000002,1.000002,0,0.001,100,2,"100","100",-2,-1,1.000002,1.000002,1.331,1.27142,0,0.127806686409237,TRUE,"***","p < 0.001",-1.5,-1.1,-1.9,0.9,0.86
21,3,7,1.331,1.331,0,0,1,1,1.000002,1.330998,0.330996,0.001,100,2,"100","100",-2,-3,1.000002,1.330998,1.331,1.331,0,0,FALSE,"","p=1",-2.5,-2.9,-2.1,0.9,0.86
45,7,3,1.331,1.331,0,0,1,1,1.330998,1.000002,-0.330996,0.001,100,2,"100","100",-3,-2,1.330998,1.000002,1.331,1.331,0,0,FALSE,"","p=1",-2.5,-2.1,-2.9,0.9,0.86
197,32,48,1.0375056,1.0881816,0.120633296510164,0.243715240189128,0.749492143780867,1,1.000002,1.000002,0,0.001,100,2,"100","100",1,2,1.000002,1.000002,1.0375056,1.0881816,0.120633296510164,0.243715240189128,FALSE,"","p=1",1.5,1.9,1.1,0.9,0.86
198,32,0,1.0375056,1.08937,0.120633296510164,0.147690890345035,0.998813643335591,1,1.000002,1.000002,0,0.001,100,2,"100","100",1,0,1.000002,1.000002,1.0375056,1.08937,0.120633296510164,0.147690890345035,FALSE,"","p=1",0.5,0.1,0.9,0.9,0.86
292,48,56,1.0881816,1.2777616,0.243715240189128,0.372214548835871,0.999971103966926,1,1.000002,1.000002,0,0.001,100,2,"100","100",2,3,1.000002,1.000002,1.0881816,1.2777616,0.243715240189128,0.372214548835871,FALSE,"","p=1",2.5,2.9,2.1,0.9,0.86
293,48,32,1.0881816,1.0375056,0.243715240189128,0.120633296510164,0.251941859163566,1,1.000002,1.000002,0,0.001,100,2,"100","100",2,1,1.000002,1.000002,1.0881816,1.0375056,0.243715240189128,0.120633296510164,FALSE,"","p=1",1.5,1.1,1.9,0.9,0.86
339,56,60,1.2777616,1.7021196,0.372214548835871,0.221918780920162,1,1,1.000002,1.000002,0,0.001,100,2,"100","100",3,4,1.000002,1.000002,1.2777616,1.7021196,0.372214548835871,0.221918780920162,FALSE,"","p=1",3.5,3.9,3.1,0.9,0.86
340,56,48,1.2777616,1.0881816,0.372214548835871,0.243715240189128,2.93037015629097e-05,0.000175822209377458,1.000002,1.000002,0,0.001,100,2,"100","100",3,2,1.000002,1.000002,1.2777616,1.0881816,0.372214548835871,0.243715240189128,TRUE,"***","p < 0.001",2.5,2.1,2.9,0.9,0.86
362,60,62,1.7021196,1.77156,0.221918780920162,0,0.998913777641469,1,1.000002,1.000002,0,0.001,100,2,"100","100",4,5,1.000002,1.000002,1.7021196,1.77156,0.221918780920162,0,FALSE,"","p=1",4.5,4.9,4.1,0.9,0.86
363,60,56,1.7021196,1.2777616,0.221918780920162,0.372214548835871,3.92516874537685e-16,2.35510124722611e-15,1.000002,1.000002,0,0.001,100,2,"100","100",4,3,1.000002,1.000002,1.7021196,1.2777616,0.221918780920162,0.372214548835871,TRUE,"***","p < 0.001",3.5,3.1,3.9,0.9,0.86
373,62,63,1.77156,1.77156,0,0,1,1,1.000002,1.77156,0.771558,0.001,100,2,"100","100",5,6,1.000002,1.77156,1.77156,1.77156,0,0,FALSE,"","p=1",5.5,5.9,5.1,0.9,0.86
374,62,60,1.77156,1.7021196,0,0.221918780920162,0.00111120014568727,0.00666720087412364,1.000002,1.000002,0,0.001,100,2,"100","100",5,4,1.000002,1.000002,1.77156,1.7021196,0,0.221918780920162,TRUE,"**","p=0.007",4.5,4.1,4.9,0.9,0.86
379,63,62,1.77156,1.77156,0,0,1,1,1.77156,1.000002,-0.771558,0.001,100,2,"100","100",6,5,1.77156,1.000002,1.77156,1.77156,0,0,FALSE,"","p=1",5.5,5.1,5.9,0.9,0.86
1,0,1,1.3398112,1.3442168,0.0619891243846838,0.0755325176194955,0.67591103059073,1,1.000002,1.000002,0,0.001,10000,4,"10000","10000",0,-1,1.000002,1.000002,1.3398112,1.3442168,0.0619891243846838,0.0755325176194955,FALSE,"","p=1",-0.5,-0.9,-0.1,0.8,0.76
6,0,32,1.3398112,1.4147064,0.0619891243846838,0.173702782794478,0.999954565867754,1,1.000002,1.000002,0,0.001,10000,4,"10000","10000",0,1,1.000002,1.000002,1.3398112,1.4147064,0.0619891243846838,0.173702782794478,FALSE,"","p=1",0.5,0.9,0.1,0.8,0.76
7,1,0,1.3442168,1.3398112,0.0755325176194955,0.0619891243846838,0.327343908059907,1,1.000002,1.000002,0,0.001,10000,4,"10000","10000",-1,0,1.000002,1.000002,1.3442168,1.3398112,0.0755325176194955,0.0619891243846838,FALSE,"","p=1",-0.5,-0.1,-0.9,0.8,0.76
8,1,3,1.3442168,1.331,0.0755325176194955,0,0.0413688080390578,0.248212848234347,1.000002,1.000002,0,0.001,10000,4,"10000","10000",-1,-2,1.000002,1.000002,1.3442168,1.331,0.0755325176194955,0,FALSE,"","p=0.248",-1.5,-1.9,-1.1,0.8,0.76
20,3,1,1.331,1.3442168,0,0.0755325176194955,0.959648663953616,1,1.000002,1.000002,0,0.001,10000,4,"10000","10000",-2,-1,1.000002,1.000002,1.331,1.3442168,0,0.0755325176194955,FALSE,"","p=1",-1.5,-1.1,-1.9,0.8,0.76
21,3,7,1.331,1.331,0,0,1,1,1.000002,1.330998,0.330996,0.001,10000,4,"10000","10000",-2,-3,1.000002,1.330998,1.331,1.331,0,0,FALSE,"","p=1",-2.5,-2.9,-2.1,0.8,0.76
45,7,3,1.331,1.331,0,0,1,1,1.330998,1.000002,-0.330996,0.001,10000,4,"10000","10000",-3,-2,1.330998,1.000002,1.331,1.331,0,0,FALSE,"","p=1",-2.5,-2.1,-2.9,0.8,0.76
197,32,48,1.4147064,1.7451264,0.173702782794478,0.105154295517097,1,1,1.000002,1.000002,0,0.001,10000,4,"10000","10000",1,2,1.000002,1.000002,1.4147064,1.7451264,0.173702782794478,0.105154295517097,FALSE,"","p=1",1.5,1.9,1.1,0.8,0.76
198,32,0,1.4147064,1.3398112,0.173702782794478,0.0619891243846838,4.63082729309752e-05,0.000277849637585851,1.000002,1.000002,0,0.001,10000,4,"10000","10000",1,0,1.000002,1.000002,1.4147064,1.3398112,0.173702782794478,0.0619891243846838,TRUE,"***","p < 0.001",0.5,0.1,0.9,0.8,0.76
292,48,56,1.7451264,1.77156,0.105154295517097,0,0.993522233254022,1,1.000002,1.000002,0,0.001,10000,4,"10000","10000",2,3,1.000002,1.000002,1.7451264,1.77156,0.105154295517097,0,FALSE,"","p=1",2.5,2.9,2.1,0.8,0.76
293,48,32,1.7451264,1.4147064,0.105154295517097,0.173702782794478,7.09363962407056e-27,4.25618377444234e-26,1.000002,1.000002,0,0.001,10000,4,"10000","10000",2,1,1.000002,1.000002,1.7451264,1.4147064,0.105154295517097,0.173702782794478,TRUE,"***","p < 0.001",1.5,1.1,1.9,0.8,0.76
339,56,60,1.77156,1.77156,0,0,1,1,1.000002,1.000002,0,0.001,10000,4,"10000","10000",3,4,1.000002,1.000002,1.77156,1.77156,0,0,FALSE,"","p=1",3.5,3.9,3.1,0.8,0.76
340,56,48,1.77156,1.7451264,0,0.105154295517097,0.0066297982431008,0.0397787894586048,1.000002,1.000002,0,0.001,10000,4,"10000","10000",3,2,1.000002,1.000002,1.77156,1.7451264,0,0.105154295517097,TRUE," *","p=0.04",2.5,2.1,2.9,0.8,0.76
362,60,62,1.77156,1.77156,0,0,1,1,1.000002,1.000002,0,0.001,10000,4,"10000","10000",4,5,1.000002,1.000002,1.77156,1.77156,0,0,FALSE,"","p=1",4.5,4.9,4.1,0.8,0.76
363,60,56,1.77156,1.77156,0,0,1,1,1.000002,1.000002,0,0.001,10000,4,"10000","10000",4,3,1.000002,1.000002,1.77156,1.77156,0,0,FALSE,"","p=1",3.5,3.1,3.9,0.8,0.76
373,62,63,1.77156,1.77156,0,0,1,1,1.000002,1.77156,0.771558,0.001,10000,4,"10000","10000",5,6,1.000002,1.77156,1.77156,1.77156,0,0,FALSE,"","p=1",5.5,5.9,5.1,0.8,0.76
374,62,60,1.77156,1.77156,0,0,1,1,1.000002,1.000002,0,0.001,10000,4,"10000","10000",5,4,1.000002,1.000002,1.77156,1.77156,0,0,FALSE,"","p=1",4.5,4.1,4.9,0.8,0.76
379,63,62,1.77156,1.77156,0,0,1,1,1.77156,1.000002,-0.771558,0.001,10000,4,"10000","10000",6,5,1.77156,1.000002,1.77156,1.77156,0,0,FALSE,"","p=1",5.5,5.1,5.9,0.8,0.76
