"","landscape_seed","starting_index","fitness_avg","fitness_var","fitness_min","fitness_max","count","starting_fitness","frac_1","frac_2","frac_3","frac_4"
"22",NA,21,1.1614908,0.197009597538747,0,1.77156,100,0,0.31,0.43,0.18,0.08
"23",NA,22,1.2972948,0.190649976748444,0,1.77156,100,0,0.28,0.34,0.33,0.05
"24",NA,23,1.3693452,0.070953055504,0,1.77156,100,0,0.78,0.03,0.17,0.02
"25",NA,24,1.1300696,0.0813352449816566,1,1.77156,100,0,0.02,0.82,0.16,0
"26",NA,25,1.1208384,0.154388058373172,0,1.77156,100,0,0.22,0.58,0.14,0.06
"27",NA,26,1.2466192,0.18467054236703,0,1.77156,100,0,0.12,0.52,0.32,0.04
"28",NA,27,1.4021896,0.152186724674586,0,1.77156,100,0,0.35,0.21,0.41,0.03
"29",NA,28,1.3758732,0.144338433650263,1,1.77156,100,0,0.04,0.49,0.47,0
"30",NA,29,1.2595328,0.256764749992081,0,1.77156,100,0,0.14,0.4,0.38,0.08
"31",NA,30,1.6282036,0.102969285013172,0,1.77156,100,0,0.04,0.14,0.81,0.01
"32",NA,31,1.5652432,0.153804974793697,0,1.77156,100,0,0.12,0.13,0.72,0.03
"33",NA,32,1.0143356,0.00801894839256566,1,1.77156,100,1.000002,0.02,0.97,0.01,0
"34",NA,33,1.09599,0.0227864746464646,1,1.331,100,0,0.29,0.71,0,0
"35",NA,34,1.0440324,0.0399420314083232,0,1.77156,100,0,0.07,0.88,0.04,0.01
"36",NA,35,1.2723992,0.0536031355468283,0,1.77156,100,0,0.69,0.23,0.07,0.01
"37",NA,36,1.0793004,0.0645076177614545,0,1.77156,100,0,0.06,0.84,0.09,0.01
"38",NA,37,1.1042416,0.155756253056,0,1.77156,100,0,0.27,0.55,0.11,0.07
"39",NA,38,1.2700688,0.109037237368242,0,1.77156,100,0,0.31,0.45,0.23,0.01
"40",NA,39,1.3627952,0.0601626207767273,0,1.77156,100,0,0.73,0.09,0.17,0.01
"41",NA,40,1.0814216,0.0851839441913535,0,1.77156,100,0,0.05,0.82,0.11,0.02
"42",NA,41,1.0443816,0.198506682098424,0,1.77156,100,0,0.21,0.57,0.11,0.11
"43",NA,42,1.2222836,0.198071312714182,0,1.77156,100,0,0.1,0.54,0.31,0.05
"44",NA,43,1.2897424,0.151980235743677,0,1.77156,100,0,0.29,0.39,0.29,0.03
"45",NA,44,1.2356404,0.179770560921051,0,1.77156,100,0,0.01,0.62,0.34,0.03
"46",NA,45,1.2804884,0.255773861181253,0,1.77156,100,0,0.18,0.35,0.39,0.08
"47",NA,46,1.54191,0.209287492020202,0,1.77156,100,0,0.04,0.16,0.75,0.05
"48",NA,47,1.6072012,0.121866186455111,0,1.77156,100,0,0.1,0.11,0.77,0.02
"49",NA,48,1.0573192,0.0398802602660202,1,1.77156,100,1.000002,0.01,0.92,0.07,0
"50",NA,49,1.096946,0.0706994408525252,0,1.77156,100,0,0.09,0.8,0.1,0.01
"51",NA,50,1.0726804,0.0633105398786263,0,1.77156,100,0,0.04,0.86,0.09,0.01
"52",NA,51,1.322796,0.163181499135354,0,1.77156,100,0,0.25,0.37,0.35,0.03
"53",NA,52,1.1719576,0.0997287160184242,1,1.77156,100,0,0.03,0.76,0.21,0
"54",NA,53,1.2862928,0.197180171147636,0,1.77156,100,0,0.1,0.48,0.38,0.04
"55",NA,54,1.58529,0.107177233434343,1,1.77156,100,0,0.02,0.23,0.75,0
"56",NA,55,1.5994856,0.125257362554182,0,1.77156,100,0,0.1,0.12,0.76,0.02
"57",NA,56,1.077156,0.0541186212363636,1,1.77156,100,1.000002,0,0.9,0.1,0
"58",NA,57,1.1729832,0.116592238292687,0,1.77156,100,0,0.04,0.73,0.22,0.01
"59",NA,58,1.3736588,0.148708112434909,1,1.77156,100,0,0.01,0.51,0.48,0
"60",NA,59,1.6150568,0.0913387302846061,1,1.77156,100,0,0.04,0.18,0.78,0
"61",NA,60,1.3163396,0.145458827523071,1,1.77156,100,1.000002,0,0.59,0.41,0
"62",NA,61,1.459486,0.173266228246465,0,1.77156,100,0,0.05,0.33,0.6,0.02
"63",NA,62,1.7021196,0.0492479453250909,1,1.77156,100,1.000002,0,0.09,0.91,0
"64",NA,63,1.77156,0,1.77156,1.77156,100,1.77156,0,0,1,0
